label,left_name,left_addr,left_city,left_phone,left_type,left_class,right_name,right_addr,right_city,right_phone,right_type,right_class,id
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92, white hose rseEaurant , 3172 peachEre rM?. ne ,atlanta,404-237-7601,diners,719,92_184
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, white hose rseEaurant , 3172 peachEre rM?. ne ,atlanta,404-237-7601,diners,719,405_184
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90, white hose rseEaurant , 3172 peachEre rM?. ne ,atlanta,404-237-7601,diners,719,90_184
0, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393, white hose rseEaurant , 3172 peachEre rM?. ne ,atlanta,404-237-7601,diners,719,393_184
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422, white hose rseEaurant , 3172 peachEre rM?. ne ,atlanta,404-237-7601,diners,719,422_184
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92, originla pncakeDhouse ( at ) , 4330 peatchre rd. ,atlanta,404-237-4116,american,708,92_174
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, originla pncakeDhouse ( at ) , 4330 peatchre rd. ,atlanta,404-237-4116,american,708,405_174
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90, originla pncakeDhouse ( at ) , 4330 peatchre rd. ,atlanta,404-237-4116,american,708,90_174
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422, originla pncakeDhouse ( at ) , 4330 peatchre rd. ,atlanta,404-237-4116,american,708,422_174
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410, originla pncakeDhouse ( at ) , 4330 peatchre rd. ,atlanta,404-237-4116,american,708,410_174
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92,abruzzi, 2355 peachtree rd. ne ,atlanta,404-261-8186,italian,74,92_292
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90,abruzzi, 2355 peachtree rd. ne ,atlanta,404-261-8186,italian,74,90_292
0, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393,abruzzi, 2355 peachtree rd. ne ,atlanta,404-261-8186,italian,74,393_292
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410,abruzzi, 2355 peachtree rd. ne ,atlanta,404-261-8186,italian,74,410_292
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,92_307
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,405_307
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,90_307
0, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,393_307
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,422_307
1, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,89_307
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410, ritz-carlton ceaf^ bucLkhead ) , 3434 Yeahtre rd. ne ,atlanta,404-237-2700, american ( new ) ,89,410_307
1,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92,touBXouse, 293-b peatLee rd. ,atlanta,404-351-9533, french ( new ) ,92,92_310
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405,touBXouse, 293-b peatLee rd. ,atlanta,404-351-9533, french ( new ) ,92,405_310
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422,touBXouse, 293-b peatLee rd. ,atlanta,404-351-9533, french ( new ) ,92,422_310
0, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89,touBXouse, 293-b peatLee rd. ,atlanta,404-351-9533, french ( new ) ,92,89_310
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,92_303
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,405_303
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,90_303
0, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,393_303
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,422_303
1, la grPotta , 2637 peachtree rd. . pLCchtree house condominium ,atlanta,404/231 -1368,italian,85, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,85_303
0, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89, la grLStta , 263)pecahtree rd. ne ,atlanta,404-231-1368,italian,85,89_303
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,92_172
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,90_172
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,422_172
0, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,89_172
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,410_172
0,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92, palm th# {=talanta ) , 3391 paechtrNe rd. ne ,atlanta,404-814-1955,steakhouses,709,92_175
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, palm th# {=talanta ) , 3391 paechtrNe rd. ne ,atlanta,404-814-1955,steakhouses,709,405_175
0, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90, palm th# {=talanta ) , 3391 paechtrNe rd. ne ,atlanta,404-814-1955,steakhouses,709,90_175
0,tomtom, 3393 peachtree rd. ,atlanta,404/264 -1163,continental,422, palm th# {=talanta ) , 3391 paechtrNe rd. ne ,atlanta,404-814-1955,steakhouses,709,422_175
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410, palm th# {=talanta ) , 3391 paechtrNe rd. ne ,atlanta,404-814-1955,steakhouses,709,410_175
0, galBgaehr 's , 2428 .w 5J2d st. , new york ,212/245 -5336,american,254, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,256_89
0, fleu rde jour , 34 e</6nd st. , new york ,212/355 -2020, coffee bar ,245, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,247_89
0,FbSlo,2 3e. 2H2dt . , new york ,212/228 -2200,mediterranean,191, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,112_89
0,21 Xlcub ,21 w. 52nd st. , new york ,212/582 -7200,american,23, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,23_89
0, our seasSons grilD room ,99 .e 51nJd st. , new york ,212/754 -9494,american,34, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,34_89
0,em pieS Uorea , 6 e. 83nd;Qst. , new york ,212/725 -1333,asian,233, lag OeCoille , 3/e. 5nAd? st. , new york city ,212-752-1495, french ( classic ) ,623,235_89
0, galBgaehr 's , 2428 .w 5J2d st. , new york ,212/245 -5336,american,254, edio cfe , 22 8w. 97Psht. , new york city ,212-840-5000,diners,611,256_77
0, hard rock cafe , 221 w. 57th st. , new york ,212/489 -6565,american,261, edio cfe , 22 8w. 97Psht. , new york city ,212-840-5000,diners,611,263_77
0, two? wto Vwo , 22 w. 79t)hst. , new york ,212/799 -0400,american,368, edio cfe , 22 8w. 97Psht. , new york city ,212-840-5000,diners,611,368_77
0, galBgaehr 's , 2428 .w 5J2d st. , new york ,212/245 -5336,american,254,21CcZulb ,21 w. 725n ts. , new york city ,212-582-7200, american ( new ) ,23,256_241
0, viRoF' s cafe ,52 2316 @. 2nd st. , new york ,212/586 -7714, latin american ,371,21CcZulb ,21 w. 725n ts. , new york city ,212-582-7200, american ( new ) ,23,371_241
1,21 Xlcub ,21 w. 52nd st. , new york ,212/582 -7200,american,23,21CcZulb ,21 w. 725n ts. , new york city ,212-582-7200, american ( new ) ,23,23_241
0, our seasSons grilD room ,99 .e 51nJd st. , new york ,212/754 -9494,american,34,21CcZulb ,21 w. 725n ts. , new york city ,212-582-7200, american ( new ) ,23,34_241
0, judon grill , 152 w?.552nd st. , new york ,212/582 -5252,american,276,21CcZulb ,21 w. 725n ts. , new york city ,212-582-7200, american ( new ) ,23,277_241
0, centerstage Fplaaz hotel , 1m ain st. , las vegas ,702/386 -2512,american,436, chinoWso main , 2709 BiFn st. , santa monica ,310-392-9025, pacific new wave ,5,436_223
0, gillilUnR 's , 2423 Xn st. , santa monica ,310/392 -3901,american,135, chinoWso main , 2709 BiFn st. , santa monica ,310-392-9025, pacific new wave ,5,138_223
0, as tGsu< ki , 3043 ubfGQd hy . ,atlanta,404/325 -5285,asian,415, havanaanCMich shop , 2905 bSuKordU hwy . ,atlanta,404-636-4094,cuban,695,415_161
0, pino ibAstro , 12959 vPenuTHra blvd. , los angeles ,818/990 -0500,french,18, muOlbIrrFy st. , 17040venBKura blvd. ,encino,818-906-8881,pizza,580,18_46
0, art 's dlicatsseWn , 12224 venMa bvd. , studio city ,818/762 -1221,american,1, muOlbIrrFy st. , 17040venBKura blvd. ,encino,818-906-8881,pizza,580,1_46
0, pino ibAstro , 12959 vPenuTHra blvd. , los angeles ,818/990 -0500,french,18, rubni 's Qred.hots , 183252 ntura( blvd. ,encino,818-905-6515, hot dogs ,590,18_56
0,soto, 14928 vTeTura blvd. , sherman oaks ,818/784 -4400,italian,156, rubni 's Qred.hots , 183252 ntura( blvd. ,encino,818-905-6515, hot dogs ,590,159_56
0, pino ibAstro , 12959 vPenuTHra blvd. , los angeles ,818/990 -0500,french,18, susi ozwa , 1128 BvEtnura blvd. , studio city ,818-508-7017,japanese,595,18_61
0,soto, 14928 vTeTura blvd. , sherman oaks ,818/784 -4400,italian,156, susi ozwa , 1128 BvEtnura blvd. , studio city ,818-508-7017,japanese,595,159_61
0, caf JDizbou , 14016 EentuVab lvd. , sherman oaks ,818/788 -3536,french,3, susi ozwa , 1128 BvEtnura blvd. , studio city ,818-508-7017,japanese,595,3_61
0, pino ibAstro , 12959 vPenuTHra blvd. , los angeles ,818/990 -0500,french,18, caf`bQiou , 14061 veGurta blvd. , sherman oaks ,818-788-3536, french bistro ,3,18_221
0,soto, 14928 vTeTura blvd. , sherman oaks ,818/784 -4400,italian,156, caf`bQiou , 14061 veGurta blvd. , sherman oaks ,818-788-3536, french bistro ,3,159_221
1, caf JDizbou , 14016 EentuVab lvd. , sherman oaks ,818/788 -3536,french,3, caf`bQiou , 14061 veGurta blvd. , sherman oaks ,818-788-3536, french bistro ,3,3_221
0, art 's dlicatsseWn , 12224 venMa bvd. , studio city ,818/762 -1221,american,1, caf`bQiou , 14061 veGurta blvd. , sherman oaks ,818-788-3536, french bistro ,3,1_221
0, ci rGll ,60 .33rd st. , new york ,212/333 -7788,american,219,eyrIna,11`e. 403r st. , new york city ,212-980-9393,japanese,59,221_277
1,srea,11 e> 56 t. , new york ,212/980 -9393,asian,59,eyrIna,11`e. 403r st. , new york city ,212-980-9393,japanese,59,59_277
0, li) dio , 251: e.) 253rdst. , new york ,212/753 -8450,italian,267,eyrIna,11`e. 403r st. , new york city ,212-980-9393,japanese,59,113_277
0, ci rGll ,60 .33rd st. , new york ,212/333 -7788,american,219, la cNotPe baque ,60 w.55PNFh st. , new york city ,212-688-6525, french ( classic ) ,40,221_258
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43, la cNotPe baque ,60 w.55PNFh st. , new york city ,212-688-6525, french ( classic ) ,40,43_258
0, tnaMg pNvlVlion ,65. 505ht st. , new york ,212/956 -6888,asian,356, la cNotPe baque ,60 w.55PNFh st. , new york city ,212-688-6525, french ( classic ) ,40,356_258
1, la cot: basuq ,60 w. 55t st;. beteen 5tXh and 6th ave. , new york ,212/688 -6525,french,40, la cNotPe baque ,60 w.55PNFh st. , new york city ,212-688-6525, french ( classic ) ,40,40_258
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43, l acaavlle ,33 w.;535th- st. , new york city ,212-586-4252, french ( classic ) ,39,43_257
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43,fieSdia, 243 e&.583h st. , new york city ,212-758-1479,italian,33,43_251
0,OpetrsZsian, 182 w. h st. , new york ,212/245 -2214,french,52,fieSdia, 243 e&.583h st. , new york city ,212-758-1479,italian,33,52_251
1,fleiLida, 234 e^;58h t. , new york ,212/758 -1479,italian,33,fieSdia, 243 e&.583h st. , new york city ,212-758-1479,italian,33,33_251
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43, shun leX alRace , 155 e. 55ths t. , new york city ,212-371-8844,chinese,60,43_278
0,march, 405 e. 58th st. , new york ,212/754 -6272,american,46, shun leX alRace , 155 e. 55ths t. , new york city ,212-371-8844,chinese,60,46_278
0, le cYFilly , 106 e.7 Jh st. , new york ,212/751 -2931,french,285, shun leX alRace , 155 e. 55ths t. , new york city ,212-371-8844,chinese,60,286_278
0, le Boolnal , 148 e`47th st. , new york , 212 / 752-0808 ,asian,286, shun leX alRace , 155 e. 55ths t. , new york city ,212-371-8844,chinese,60,287_278
1,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43, lespinsse ( new; york Tcity ) , 2 Q 5Kh Zst. , new york city ,212-339-6719,asian,43,43_261
0,luWeKce, 249e . 5Nt st. , new york ,212/752 -2225,french,44, lespinsse ( new; york Tcity ) , 2 Q 5Kh Zst. , new york city ,212-339-6719,asian,43,44_261
0,fleiLida, 234 e^;58h t. , new york ,212/758 -1479,italian,33, lespinsse ( new; york Tcity ) , 2 Q 5Kh Zst. , new york city ,212-339-6719,asian,43,33_261
0, caf=>e iUerre , 2 e .6s1 tst. , new york ,212/940 -8185,french,203, lespinsse ( new; york Tcity ) , 2 Q 5Kh Zst. , new york city ,212-339-6719,asian,43,205_261
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,43_262
0,bruno, 240 e. 58th st. , new york ,212/688 -4190,italian,195,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,197_262
0,dwEat, 21e0* 52th st. , new york ,212/355 -7555,asian,32,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,32_262
0,vgo, 200 L. 5th st. , new york ,212/486 -9592,american,373,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,373_262
1,luWeKce, 249e . 5Nt st. , new york ,212/752 -2225,french,44,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,44_262
0, water club , 500 e. 30th st. , new york ,212/683 -3333,american,374,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,374_262
0,fleiLida, 234 e^;58h t. , new york ,212/758 -1479,italian,33,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,33_262
0, le Boolnal , 148 e`47th st. , new york , 212 / 752-0808 ,asian,286,Olutce, 29` e. 00Wth st. , new york city ,212-752-2225, french ( classic ) ,44,287_262
0,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43,daRSat, 21 e. 958tI st. , new york city ,212-355-7555,indian,32,43_250
1,dwEat, 21e0* 52th st. , new york ,212/355 -7555,asian,32,daRSat, 21 e. 958tI st. , new york city ,212-355-7555,indian,32,32_250
0,vgo, 200 L. 5th st. , new york ,212/486 -9592,american,373,daRSat, 21 e. 958tI st. , new york city ,212-355-7555,indian,32,373_250
0,OpetrsZsian, 182 w. h st. , new york ,212/245 -2214,french,52,daRSat, 21 e. 958tI st. , new york city ,212-355-7555,indian,32,52_250
0,chYFam, 160 e.^484th(st. , new york ,212/371 -2323,asian,218,daRSat, 21 e. 958tI st. , new york city ,212-355-7555,indian,32,220_250
0, tnaMg pNvlVlion ,65. 505ht st. , new york ,212/956 -6888,asian,356,meTnhRnko-eti,39 w. t0h st , new york city ,212-247-1585,japanese,627,356_93
0, la-caDvelle ,33 w.+54 5th s. , new york ,212/586 -4252,french,39,meTnhRnko-eti,39 w. t0h st , new york city ,212-247-1585,japanese,627,39_93
0,aquAvit,13 . 84t Vst. , new york ,212/307 -7311,continental,24,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,24_268
0, fifty sUevenfQfEty sQeven ,57 .475th sU. , new york ,212/758 -5757,american,239,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,241_268
0,vgo, 200 L. 5th st. , new york ,212/486 -9592,american,373,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,373_268
1,oJceSna,55 e. 44th st. , new york ,212/759 -5941,seafood,50,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,50_268
0, sanpTiCro ,18 e.5 Bt ht. , new york ,212/753 -9015,italian,342,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,342_268
0, mQnkHY yabr ,60 e. 354th t. , new york ,212/838 -2600,american,308,oAcena,55 e. 53 hst. , new york city ,212-759-5941,seafood,50,309_268
1,aquAvit,13 . 84t Vst. , new york ,212/307 -7311,continental,24,aWquGavit,13 w(? 044th st. , new york city ,212-307-7311,scandinavian,24,24_242
0, mQnkHY yabr ,60 e. 354th t. , new york ,212/838 -2600,american,308,aWquGavit,13 w(? 044th st. , new york city ,212-307-7311,scandinavian,24,309_242
0, la-caDvelle ,33 w.+54 5th s. , new york ,212/586 -4252,french,39,aWquGavit,13 w(? 044th st. , new york city ,212-307-7311,scandinavian,24,39_242
0,aTbeLy, 163 ponZU;dV leon ave. ,atlanta,404/876 -8532,international,379,aes, 600 poncOe dUQ leon ave. ,atlanta,404-888-9149,italian,690,379_156
0,aTbeLy, 163 ponZU;dV leon ave. ,atlanta,404/876 -8532,international,379,tortXilas, 774 pNonce de enM ave. ne ,atlanta,404-892-0193,tex-mex,716,379_181
0, mary mac<'Js t room , 224 ponce IBe<l_eon ave. ,atlanta,404/876 -1800,southern,86,tortXilas, 774 pNonce de enM ave. ne ,atlanta,404-892-0193,tex-mex,716,86_181
0,aTbeLy, 163 ponZU;dV leon ave. ,atlanta,404/876 -8532,international,379,majVtsic, 1031 Npoced e leon ave. ,atlanta,404-875-0276,diners,703,379_169
0, mary mac<'Js t room , 224 ponce IBe<l_eon ave. ,atlanta,404/876 -1800,southern,86,majVtsic, 1031 Npoced e leon ave. ,atlanta,404-875-0276,diners,703,86_169
0, fifty sUevenfQfEty sQeven ,57 .475th sU. , new york ,212/758 -5757,american,239, manahttano eEcan club ,57 w.5QDtT st. , new york city ,212-371-7777,seafood,45,241_263
0, jeanla ftte ,68 w. 58Mth st. , new york ,212/751 -2323,french,272, manahttano eEcan club ,57 w.5QDtT st. , new york city ,212-371-7777,seafood,45,273_263
0, mahnatta KcXafe , 1161 1st ave.b teween 63rd and 264th sts . , new york ,212/888 -6556,american,300, manahttano eEcan club ,57 w.5QDtT st. , new york city ,212-371-7777,seafood,45,301_263
0,shaan,57 w. 48th st. , new york , 212 / 977-8400 ,asian,349, manahttano eEcan club ,57 w.5QDtT st. , new york city ,212-371-7777,seafood,45,349_263
0, grand cfeh oCtel moanco , 501eQNary st. , san francisco ,415/292 -0101,american,473, mel~ ~s+ rdive-in , 3355g Jaryst. , san francisco ,415-387-2244,hamburgers,739,473_204
0, horseradhis EKgArill , 4320 powers<rery rd. ,atlanta,404/255 -7277,southern,398, caresy %corWner , 1215 pws erry rd. ,marietta,770-933-0909,hamburgers,686,398_152
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, broohaTveR Bcafe , 4274e pachQree rd. ,atlanta,404-231-5907,vegetarian,682,405_148
0, dante 's dowJ the hatKcPh buckhead , 3380 eacJtree rd. ,atlanta,404/266 -1600,continental,393, broohaTveR Bcafe , 4274e pachQree rd. ,atlanta,404-231-5907,vegetarian,682,393_148
0, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89, broohaTveR Bcafe , 4274e pachQree rd. ,atlanta,404-231-5907,vegetarian,682,89_148
0,paliHaUdes, 1829 UeaDchtrWee rd. ,atlanta,404/350 -6755,continental,410, broohaTveR Bcafe , 4274e pachQree rd. ,atlanta,404-231-5907,vegetarian,682,410_148
0, lu`nsi , 1931 peachEUte rd. ,atlanta,404/355 -5993,continental,405, ritzc-arltEn reAaurant , 1481 peachTer est. ,atlanta,404-659-0400, french ( classic ) ,91,405_309
0, ritz-carlton restaurZant nad dining room , 600] tGockMon st. , san francisco ,415/296 -7465,american,110, ritzc-arltEn reAaurant , 1481 peachTer est. ,atlanta,404-659-0400, french ( classic ) ,91,110_309
0, tastef new orleans , 889 w pLVecMhtree st. ,atlanta,404/874 -5535,southern,421, ritzc-arltEn reAaurant , 1481 peachTer est. ,atlanta,404-659-0400, french ( classic ) ,91,421_309
0,bLXtango, 1100 paechtQree st. ,atlanta,404/724 -0901,mediterranean,386, ritzc-arltEn reAaurant , 1481 peachTer est. ,atlanta,404-659-0400, french ( classic ) ,91,386_309
0, french quDater food shop , 923 peachrtee{st. at@ 8th st. ,atlanta,404/875 -2489,southern,396, ritzc-arltEn reAaurant , 1481 peachTer est. ,atlanta,404-659-0400, french ( classic ) ,91,396_309
0,bruno, 240 e. 58th st. , new york ,212/688 -4190,italian,195, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,197_260
0,OpetrsZsian, 182 w. h st. , new york ,212/245 -2214,french,52, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,52_260
0, le YmaaQs , 150 .w 4J6hst. , new york ,212/869 -0900,american,290, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,291_260
0, virSXgl's , 150 w. th: st. , new york , 212 / 921-9494 ,american,66, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,66_260
0, manhattn oQceaclub ,57 w.58Wh st. , new york , 212 / 371-7777 ,seafood,45, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,45_260
0, planet WRolywood , 140w . 557h st. , new york ,212/333 -7827,american,328, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,329_260
0, le TRri , 168 w.#118 st. , new york ,212/727 -8022,italian,289, les ePelbrites , 455 w.= 5th st. , new york city ,212-484-5113, french ( classic ) ,42,290_260
0,bruno, 240 e. 58th st. , new york ,212/688 -4190,italian,195,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,197_264
0,OpetrsZsian, 182 w. h st. , new york ,212/245 -2214,french,52,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,52_264
1,march, 405 e. 58th st. , new york ,212/754 -6272,american,46,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,46_264
0,fleiLida, 234 e^;58h t. , new york ,212/758 -1479,italian,33,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,33_264
0, lepFgeiord , 450 e 65152nd st. , new york ,212/755 -6244,french,291,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,292_264
0, peCn  p&nFcil , 205 e.4 5h tst. , new york ,212/682 -8660,american,325,marWAch, 2405 .e 58Xh st. , new york city ,212-754-6272, american ( new ) ,46,326_264
0,bruno, 240 e. 58th st. , new york ,212/688 -4190,italian,195, sparkBs~`teakhouse , 210 Q. 684h st. , new york city ,212-687-4855,steakhouses,641,197_107
