_id,ltable_id,rtable_id,ltable_name,ltable_addr,ltable_city,ltable_phone,rtable_name,rtable_addr,rtable_city,rtable_phone,gold
6495,186,105,` arturo \ 's ',' 106 w. houston st. off thompson st. ',` new york ',212/677 -3820,` sam \ 's noodle shop ',' 411 third ave. ',` new york city ',212-213-2288,0
6553,190,10,` ben benson \ 's ',' 123 w. 52nd st. ',` new york ',212/581 -8888,` bruno \ 's ',' 3838 centinela ave. ',` mar vista ',310-397-5703,0
6571,190,58,` ben benson \ 's ',' 123 w. 52nd st. ',` new york ',212/581 -8888,` russell \ 's burgers ',' 1198 pch ',` seal beach ',310-596-9556,0
6732,198,114,` bryant park grill roof restaurant and bp cafe ','25 w. 40th st. between 5th and 6th aves . ',` new york ',212/840 -6500,` thai house cafe ',' 151 hudson st. ',` new york city ',212-334-1085,0
6813,202,143,` cafe botanica ',' 160 central park s ',` new york ',212/484 -5120,` baker \ 's cajun cafe ',' 1134 euclid ave. ',atlanta,404-223-5039,0
6863,203,245,` cafe la fortuna ','69 w. 71st st. ',` new york ',212/724 -5846,` cafe des artistes ',' 1 w. 67th st. ',` new york city ',212-877-3500,0
6943,206,114,` cafe centro ',' 200 park ave. between 45th st. and vanderbilt ave. ',` new york ',212/818 -1222,` thai house cafe ',' 151 hudson st. ',` new york city ',212-334-1085,0
7182,226,315,` cupcake cafe ',' 522 9th ave. at 39th st. ',` new york ',212/465 -1530,` cafe claude ',' 7 claude ln . ',` san francisco ',415-392-3505,0
7202,232,214,` duane park cafe ',' 157 duane st. between w. broadway and hudson st. ',` new york ',212/732 -5555,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,0
7223,233,26,` el teddy \ 's ',' 219 w. broadway between franklin and white sts . ',` new york ',212/941 -7070,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,0
7281,233,198,` el teddy \ 's ',' 219 w. broadway between franklin and white sts . ',` new york ',212/941 -7070,` kelly \ 's on trinity ',' 333 bush st. ',` san francisco ',415-362-4454,0
7284,233,205,` el teddy \ 's ',' 219 w. broadway between franklin and white sts . ',` new york ',212/941 -7070,` mo \ 's burgers ',' 1322 grant st. ',` san francisco ',415-788-3779,0
7326,234,83,'em ily \ 's ',' 1325 5th ave. at 111th st. ',` new york ',212/996 -1212,` joe \ 's shanghai ',' 9 pell st. ',queens,718-539-3838,0
7356,234,170,'em ily \ 's ',' 1325 5th ave. at 111th st. ',` new york ',212/996 -1212,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,0
7388,236,10,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,` bruno \ 's ',' 3838 centinela ave. ',` mar vista ',310-397-5703,0
7421,236,113,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,` teresa \ 's ','80 montague st. ',queens,718-520-2910,0
7452,236,198,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,` kelly \ 's on trinity ',' 333 bush st. ',` san francisco ',415-362-4454,0
7647,252,47,` french roast cafe ',' 2340 broadway at 85th st. ',` new york ',212/799 -1533,` ocean park cafe ',' 3117 ocean park blvd. ',` santa monica ',310-452-5728,0
7655,252,187,` french roast cafe ',' 2340 broadway at 85th st. ',` new york ',212/799 -1533,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,0
7659,252,214,` french roast cafe ',' 2340 broadway at 85th st. ',` new york ',212/799 -1533,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,0
7677,255,7,` gabriela \ 's ',' 685 amsterdam ave. at 93rd st. ',` new york ',212/961 -0574,` brent \ 's deli ',' 19565 parthenia ave. ',northridge,818-886-5679,0
7828,256,204,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
7862,257,56,` gianni \ 's ','15 fulton st. ',` new york ',212/608 -7300,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,0
7888,257,134,` gianni \ 's ','15 fulton st. ',` new york ',212/608 -7300,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,0
7944,263,214,` hard rock cafe ',' 221 w. 57th st. ',` new york ',212/489 -6565,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,0
7945,263,221,` hard rock cafe ',' 221 w. 57th st. ',` new york ',212/489 -6565,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,0
7999,271,149,` internet cafe ','82 e. 3rd st. between 1st and 2nd aves . ',` new york ',' 212 / 614-0747 ',` cafe sunflower ',' 5975 roswell rd. ',atlanta,404-256-1675,0
8056,275,105,` jimmy sung \ 's ',' 219 e. 44th st. between 2nd and 3rd aves . ',` new york ',212/682 -5678,` sam \ 's noodle shop ',' 411 third ave. ',` new york city ',212-213-2288,0
8111,277,90,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,` lemongrass grill ',' 61a seventh ave. ',brooklyn,718-399-7100,0
8114,277,227,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,` grill the ',' 9560 dayton way ',` beverly hills ',310-276-0615,0
8117,277,289,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,0
8132,282,200,` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,` la mediterranee ',' 288 noe st. ',` san francisco ',415-431-7210,0
8217,301,283,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,` union square cafe ','21 e. 16th st. ',` new york city ',212-243-4020,0
8318,308,42,` milan cafe and coffee bar ',' 120 w. 23rd st. ',` new york ',212/807 -1801,` maxwell \ 's cafe ',' 13329 washington blvd. ',` marina del rey ',310-306-7829,0
8325,308,148,` milan cafe and coffee bar ',' 120 w. 23rd st. ',` new york ',212/807 -1801,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,0
8366,311,43,` morton \ 's ',' 551 5th ave. at 45th st. ',` new york ',212/972 -3315,` michael \ 's ( los angeles ) ',' 1147 third st. ',` santa monica ',310-451-0843,0
8419,311,204,` morton \ 's ',' 551 5th ave. at 45th st. ',` new york ',212/972 -3315,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
8516,332,114,` post house ','28 e. 63rd st. ',` new york ',212/935 -2888,` thai house cafe ',' 151 hudson st. ',` new york city ',212-334-1085,0
8520,332,174,` post house ','28 e. 63rd st. ',` new york ',212/935 -2888,` original pancake house ( at ) ',' 4330 peachtree rd. ',atlanta,404-237-4116,0
8524,334,56,` red tulip ',' 439 e. 75th st. ',` new york ',212/734 -4893,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,0
8530,338,16,` ruth \ 's chris ',' 148 w. 51st st. ',` new york ',212/245 -9600,` don antonio \ 's ',' 1136 westwood blvd. ',westwood,310-209-1422,0
8655,340,135,` sal anthony \ 's ','55 irving pl . ',` new york ',212/982 -9030,` piero \ 's restaurant ',' 355 convention center dr. ',` las vegas ',702-369-2305,0
8833,344,130,` sarabeth \ 's kitchen ',' 423 amsterdam ave. between 80th and 81st sts . ',` new york ',212/496 -6280,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,0
9124,369,102,` veniero \ 's pasticceria ',' 342 e. 11th st. near 1st ave. ',` new york ',212/674 -7264,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,0
9151,369,180,` veniero \ 's pasticceria ',' 342 e. 11th st. near 1st ave. ',` new york ',212/674 -7264,` thelma \ 's kitchen ',' 764 marietta st. nw ',atlanta,404-688-5855,0
9197,371,43,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` michael \ 's ( los angeles ) ',' 1147 third st. ',` santa monica ',310-451-0843,0
9222,371,119,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` wollensky \ 's grill ',' 205 e. 49th st. ',` new york city ',212-753-0444,0
9271,371,283,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` union square cafe ','21 e. 16th st. ',` new york city ',212-243-4020,0
9285,372,5,` vince & eddie \ 's ','70 w. 68th st. ',` new york ',212/721 -0068,` bernard \ 's ',' 515 s. olive st. ',` los angeles ',213-612-1580,0
9316,372,102,` vince & eddie \ 's ','70 w. 68th st. ',` new york ',212/721 -0068,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,0
9410,379,294,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
9469,380,125,` aleck \ 's barbecue heaven ',' 783 martin luther king jr. dr. ',atlanta,404/525 -2062,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,0
9478,380,142,` aleck \ 's barbecue heaven ',' 783 martin luther king jr. dr. ',atlanta,404/525 -2062,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,0
9516,380,184,` aleck \ 's barbecue heaven ',' 783 martin luther king jr. dr. ',atlanta,404/525 -2062,` white house restaurant ',' 3172 peachtree rd. ne ',atlanta,404-237-7601,0
9562,381,16,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,` don antonio \ 's ',' 1136 westwood blvd. ',westwood,310-209-1422,0
9616,381,151,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,` carey \ 's ',' 1021 cobb pkwy . se ',marietta,770-422-8042,0
9640,381,179,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,soto,' 3330 piedmont rd. ',atlanta,404-233-2005,0
9671,381,297,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,` ciboulette restaurant ',' 1529 piedmont ave. ',atlanta,404-874-7600,0
9677,381,303,` annie \ 's thai castle ',' 3195 roswell rd. ',atlanta,404/264 -9546,` la grotta ',' 2637 peachtree rd. ne ',atlanta,404-231-1368,0
9692,382,144,anthonys,' 3109 piedmont rd. . just south of peachtree rd. ',atlanta,404/262 -7379,` barbecue kitchen ',' 1437 virginia ave. ',atlanta,404-766-9906,0
9714,382,173,anthonys,' 3109 piedmont rd. . just south of peachtree rd. ',atlanta,404/262 -7379,` nuevo laredo cantina ',' 1495 chattahoochee ave. nw ',atlanta,404-352-9009,0
9720,382,180,anthonys,' 3109 piedmont rd. . just south of peachtree rd. ',atlanta,404/262 -7379,` thelma \ 's kitchen ',' 764 marietta st. nw ',atlanta,404-688-5855,0
9739,382,307,anthonys,' 3109 piedmont rd. . just south of peachtree rd. ',atlanta,404/262 -7379,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,0
9796,383,306,` atlanta fish market ',' 265 pharr rd. ',atlanta,404/262 -3165,` pano \ 's & paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404-261-3662,0
9802,383,330,` atlanta fish market ',' 265 pharr rd. ',atlanta,404/262 -3165,` ritz-carlton cafe ( atlanta ) ',' 181 peachtree st. ',atlanta,404-659-0400,0
9824,384,58,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,` russell \ 's burgers ',' 1198 pch ',` seal beach ',310-596-9556,0
9927,384,307,` beesley \ 's of buckhead ',' 260 e. paces ferry road ',atlanta,404/264 -1334,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,0
9938,385,13,` bertolini \ 's ',' 3500 peachtree rd. . phipps plaza ',atlanta,404/233 -2333,` cassell \ 's ',' 3266 w. sixth st. ',la,213-480-8668,0
10029,385,202,` bertolini \ 's ',' 3500 peachtree rd. . phipps plaza ',atlanta,404/233 -2333,` mario \ 's bohemian cigar store cafe ',' 2209 polk st. ',` san francisco ',415-776-8226,0
10042,385,294,` bertolini \ 's ',' 3500 peachtree rd. . phipps plaza ',atlanta,404/233 -2333,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
10059,385,311,` bertolini \ 's ',' 3500 peachtree rd. . phipps plaza ',atlanta,404/233 -2333,` veni vidi vici ','41 14th st. ',atlanta,404-875-8424,0
10073,386,154,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,chopstix,' 4279 roswell rd. ',atlanta,404-255-4868,0
10102,386,297,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,` ciboulette restaurant ',' 1529 piedmont ave. ',atlanta,404-874-7600,0
10104,386,299,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,0
10105,386,300,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,0
10106,386,301,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,` heera of india ',' 595 piedmont ave. ',atlanta,404-876-4408,0
10172,387,274,` cafe renaissance ',' 7050 jimmy carter blvd. . norcross ',atlanta,770/441 -- 0291,` river cafe ',' 1 water st. ',brooklyn,718-522-5200,0
10188,387,305,` cafe renaissance ',' 7050 jimmy carter blvd. . norcross ',atlanta,770/441 -- 0291,` nikolai \ 's roof ',' 255 courtland st. ',atlanta,404-221-6362,0
10239,388,127,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,` hugo \ 's cellar ',' 202 e. fremont st. ',` las vegas ',702-385-4011,0
10252,388,147,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,` bradshaw \ 's restaurant ',' 2911 s. pharr court ',atlanta,404-261-7015,0
10323,388,311,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,` veni vidi vici ','41 14th st. ',atlanta,404-875-8424,0
10410,390,172,` city grill ','50 hurt plaza ',atlanta,404/524 -2489,nava,' 3060 peachtree rd. ',atlanta,404-240-1984,0
10458,391,150,` coco loco ','40 buckhead crossing mall on the sidney marcus blvd. ',atlanta,404/364 -0212,canoe,' 4199 paces ferry rd. ',atlanta,770-432-2663,0
10529,392,167,` colonnade restaurant ',' 1879 cheshire bridge rd. ',atlanta,404/874 -5642,` la fonda latina ',' 4427 roswell rd. ',atlanta,404-303-8201,0
10541,392,180,` colonnade restaurant ',' 1879 cheshire bridge rd. ',atlanta,404/874 -5642,` thelma \ 's kitchen ',' 764 marietta st. nw ',atlanta,404-688-5855,0
10550,392,293,` colonnade restaurant ',' 1879 cheshire bridge rd. ',atlanta,404/874 -5642,bacchanalia,' 3125 piedmont rd. ',atlanta,404-365-0410,0
10699,393,300,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,` hedgerose heights inn the ',' 490 e. paces ferry rd. ne ',atlanta,404-233-7673,0
10768,394,141,` dante \ 's down the hatch ',` underground underground mall underground atlanta ',atlanta,404/577 -1800,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,0
10813,394,197,` dante \ 's down the hatch ',` underground underground mall underground atlanta ',atlanta,404/577 -1800,` hamburger mary \ 's ',' 1582 folsom st. ',` san francisco ',415-626-1985,0
10873,395,52,` fat matt \ 's rib shack ',' 1811 piedmont ave. near cheshire bridge rd. ',atlanta,404/607 -1622,` pink \ 's famous chili dogs ',' 709 n. la brea ave. ',la,213-931-4223,0
10876,395,57,` fat matt \ 's rib shack ',' 1811 piedmont ave. near cheshire bridge rd. ',atlanta,404/607 -1622,` ruby \ 's ( la ) ','45 s. fair oaks ave. ',pasadena,818-796-7829,0
10894,395,122,` fat matt \ 's rib shack ',' 1811 piedmont ave. near cheshire bridge rd. ',atlanta,404/607 -1622,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,0
11011,396,170,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,0
11026,396,294,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
11031,396,299,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,0
11047,397,143,` holt bros. bar-b-q ',' 6359 jimmy carter blvd. . at buford hwy . norcross ',atlanta,770/242 -3984,` baker \ 's cajun cafe ',' 1134 euclid ave. ',atlanta,404-223-5039,0
11082,397,294,` holt bros. bar-b-q ',' 6359 jimmy carter blvd. . at buford hwy . norcross ',atlanta,770/242 -3984,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
11100,397,330,` holt bros. bar-b-q ',' 6359 jimmy carter blvd. . at buford hwy . norcross ',atlanta,770/242 -3984,` ritz-carlton cafe ( atlanta ) ',' 181 peachtree st. ',atlanta,404-659-0400,0
11106,398,142,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,0
11198,399,102,` hsu \ 's gourmet ',' 192 peachtree center ave. at international blvd. ',atlanta,404/659 -2788,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,0
11336,400,299,` imperial fez ',' 2285 peachtree rd. . peachtree battle condominium ',atlanta,404/351 -0870,` georgia grille ',' 2290 peachtree rd. ',atlanta,404-352-3517,0
11383,401,183,kamogawa,' 3300 peachtree rd. . grand hyatt ',atlanta,404/841 -0314,veggieland,' 220 sandy springs circle ',atlanta,404-231-3111,0
11396,401,303,kamogawa,' 3300 peachtree rd. . grand hyatt ',atlanta,404/841 -0314,` la grotta ',' 2637 peachtree rd. ne ',atlanta,404-231-1368,0
11504,403,173,` little szechuan ',' c buford hwy . northwoods plaza doraville ',atlanta,770/451 -0192,` nuevo laredo cantina ',' 1495 chattahoochee ave. nw ',atlanta,404-352-9009,0
11763,407,153,` mckinnon \ 's louisiane ',' 3209 maple dr. ',atlanta,404/237 -1313,chops,'70 w. paces ferry rd. ',atlanta,404-262-2675,0
11771,407,161,` mckinnon \ 's louisiane ',' 3209 maple dr. ',atlanta,404/237 -1313,` havana sandwich shop ',' 2905 buford hwy . ',atlanta,404-636-4094,0
11808,407,285,` mckinnon \ 's louisiane ',' 3209 maple dr. ',atlanta,404/237 -1313,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,0
11869,408,294,` mi spia dunwoody rd. ',` park place across from perimeter mall dunwoody ',atlanta,770/393 -1333,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
12022,410,144,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,` barbecue kitchen ',' 1437 virginia ave. ',atlanta,404-766-9906,0
12032,410,156,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,eats,' 600 ponce de leon ave. ',atlanta,404-888-9149,0
12142,412,154,pricci,' 500 pharr rd. ',atlanta,404/237 -2941,chopstix,' 4279 roswell rd. ',atlanta,404-255-4868,0
12203,413,43,` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,` michael \ 's ( los angeles ) ',' 1147 third st. ',` santa monica ',310-451-0843,0
12227,413,122,` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,0
12302,413,298,` r.j. \ 's uptown kitchen & wine bar ',' 870 n. highland ave. ',atlanta,404/875 -7775,delectables,' 1 margaret mitchell sq. ',atlanta,404-681-2909,0
12321,414,144,` rib ranch ','25 irby ave. ',atlanta,404/233 -7644,` barbecue kitchen ',' 1437 virginia ave. ',atlanta,404-766-9906,0
12323,414,146,` rib ranch ','25 irby ave. ',atlanta,404/233 -7644,` bobby & june \ 's kountry kitchen ',' 375 14th st. ',atlanta,404-876-3872,0
12419,415,302,` sa tsu ki ',' 3043 buford hwy . ',atlanta,404/325 -5285,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,0
12472,416,295,` sato sushi and thai ',' 6050 peachtree pkwy . norcross ',atlanta,770/449 -0033,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,0
12478,416,301,` sato sushi and thai ',' 6050 peachtree pkwy . norcross ',atlanta,770/449 -0033,` heera of india ',' 595 piedmont ave. ',atlanta,404-876-4408,0
12520,417,177,` south city kitchen ',' 1144 crescent ave. ',atlanta,404/873 -7358,riviera,' 519 e. paces ferry rd. ',atlanta,404-262-7112,0
12553,418,142,` south of france ',' 2345 cheshire bridge rd. ',atlanta,404/325 -6963,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,0
12642,419,92,` stringer \ 's fish camp and oyster bar ',' 3384 shallowford rd. . chamblee ',atlanta,770/458 -7145,` marnie \ 's noodle shop ',' 466 hudson st. ',` new york city ',212-741-3214,0
12703,419,192,` stringer \ 's fish camp and oyster bar ',' 3384 shallowford rd. . chamblee ',atlanta,770/458 -7145,` dottie \ 's true blue cafe ',' 522 jones st. ',` san francisco ',415-885-2767,0
12732,419,304,` stringer \ 's fish camp and oyster bar ',' 3384 shallowford rd. . chamblee ',atlanta,770/458 -7145,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404-876-1800,0
12825,421,141,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,0
12878,421,305,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,` nikolai \ 's roof ',' 255 courtland st. ',atlanta,404-221-6362,0
12886,422,141,tomtom,' 3393 peachtree rd. ',atlanta,404/264 -1163,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,0
13039,423,306,` antonio \ 's ',' 3700 w. flamingo ',` las vegas ',702/252 -7737,` pano \ 's & paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404-261-3662,0
13048,424,23,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,` jan \ 's family restaurant ',' 8424 beverly blvd. ',la,213-651-2866,0
13072,424,92,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,` marnie \ 's noodle shop ',' 466 hudson st. ',` new york city ',212-741-3214,0
13104,424,151,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,` carey \ 's ',' 1021 cobb pkwy . se ',marietta,770-422-8042,0
13122,424,205,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,` mo \ 's burgers ',' 1322 grant st. ',` san francisco ',415-788-3779,0
13218,426,127,` battista \ 's hole in the wall ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/732 -1424,` hugo \ 's cellar ',' 202 e. fremont st. ',` las vegas ',702-385-4011,0
13222,426,131,` battista \ 's hole in the wall ',' 4041 audrie st. at flamingo rd. ',` las vegas ',702/732 -1424,` monte carlo ',' 3145 las vegas blvd. s. ',` las vegas ',702-733-4524,0
13308,427,64,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` tommy \ 's ',' 2575 beverly blvd. ',la,213-389-9060,0
13316,427,92,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` marnie \ 's noodle shop ',' 466 hudson st. ',` new york city ',212-741-3214,0
13334,427,133,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,0
13342,427,142,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,0
13344,427,146,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` bobby & june \ 's kountry kitchen ',' 375 14th st. ',atlanta,404-876-3872,0
13375,427,288,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,0
13417,428,92,` binion \ 's coffee shop ',' 128 fremont st. ',` las vegas ',702/382 -1600,` marnie \ 's noodle shop ',' 466 hudson st. ',` new york city ',212-741-3214,0
13518,430,124,broiler,' 4111 boulder hwy . ',` las vegas ',702/432 -7777,` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',` las vegas ',702-252-7697,0
13521,430,127,broiler,' 4111 boulder hwy . ',` las vegas ',702/432 -7777,` hugo \ 's cellar ',' 202 e. fremont st. ',` las vegas ',702-385-4011,0
13528,430,134,broiler,' 4111 boulder hwy . ',` las vegas ',702/432 -7777,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,0
13540,430,290,broiler,' 4111 boulder hwy . ',` las vegas ',702/432 -7777,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,0
13638,431,296,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,` buckhead diner ',' 3073 piedmont rd. ',atlanta,404-262-3336,0
13673,432,148,` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,0
13678,432,208,` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,` sally \ 's cafe & bakery ',' 300 de haro st. ',` san francisco ',415-626-6006,0
13690,432,289,` cafe michelle ',' 1350 e. flamingo rd. ',` las vegas ',702/735 -8686,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,0
13720,433,135,` cafe roma ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` piero \ 's restaurant ',' 355 convention center dr. ',` las vegas ',702-369-2305,0
