_id,ltable_id,rtable_id,ltable_name,ltable_addr,ltable_city,ltable_phone,rtable_name,rtable_addr,rtable_city,rtable_phone,gold
13753,434,7,` capozzoli \ 's ',' 3333 s. maryland pkwy . ',` las vegas ',702/731 -5311,` brent \ 's deli ',' 19565 parthenia ave. ',northridge,818-886-5679,0
13800,434,133,` capozzoli \ 's ',' 3333 s. maryland pkwy . ',` las vegas ',702/731 -5311,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,0
13877,436,122,` center stage plaza hotel ',' 1 main st. ',` las vegas ',702/386 -2512,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,0
14006,440,287,` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,0
14052,442,42,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` maxwell \ 's cafe ',' 13329 washington blvd. ',` marina del rey ',310-306-7829,0
14062,442,70,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` benny \ 's burritos ','93 ave. a ',` new york city ',212-254-2054,0
14078,442,125,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,0
14086,442,133,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',` las vegas ',702-893-0703,0
14088,442,135,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,` piero \ 's restaurant ',' 355 convention center dr. ',` las vegas ',702-369-2305,0
14174,444,37,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,` langer \ 's ',' 704 s. alvarado st. ',la,213-483-8050,0
14235,444,191,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,` doidge \ 's ',' 2217 union st. ',` san francisco ',415-921-2149,0
14332,445,180,` mary \ 's diner ',' 5111 w. boulder hwy . ',` las vegas ',702/454 -8073,` thelma \ 's kitchen ',' 764 marietta st. nw ',atlanta,404-688-5855,0
14363,445,324,` mary \ 's diner ',' 5111 w. boulder hwy . ',` las vegas ',702/454 -8073,` masa \ 's ',' 648 bush st. ',` san francisco ',415-989-7154,0
14397,447,129,pamplemousse,' 400 e. sahara ave. ',` las vegas ',702/733 -2066,` mayflower cuisinier ',' 4750 w. sahara ave. ',` las vegas ',702-870-8432,0
14424,448,25,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` jody maroni \ 's sausage kingdom ',' 2011 ocean front walk ',venice,310-306-1995,0
14444,448,82,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` jackson diner ',' 37-03 74th st. ',queens,718-672-1232,0
14468,448,135,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` piero \ 's restaurant ',' 355 convention center dr. ',` las vegas ',702-369-2305,0
14476,448,146,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` bobby & june \ 's kountry kitchen ',' 375 14th st. ',atlanta,404-876-3872,0
14523,449,122,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,0
14546,449,178,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` silver skillet the ',' 200 14th st. nw ',atlanta,404-874-1388,0
14559,449,291,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,'till erman the ',' 2245 e. flamingo rd. ',` las vegas ',702-731-4036,0
14562,450,123,venetian,' 3713 w. sahara ave. ',` las vegas ',702/876 -4190,` buccaneer bay club ',' 3300 las vegas blvd. s. ',` las vegas ',702-894-7350,0
14627,451,124,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',` las vegas ',702-252-7697,0
14653,451,166,` viva mercado \ 's ',' 6182 w. flamingo rd. ',` las vegas ',702/871 -8826,` kalo \ 's coffee house ',' 1248 clairmont rd. ',decatur,404-325-3733,0
14691,452,16,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` don antonio \ 's ',' 1136 westwood blvd. ',westwood,310-209-1422,0
14699,452,40,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` mani \ 's bakery & espresso bar ',' 519 s. fairfax ave. ',la,213-938-8800,0
14722,452,113,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` teresa \ 's ','80 montague st. ',queens,718-520-2910,0
14962,455,202,` bardelli \ 's ',' 243 o \ ` farrell st. ',` san francisco ',415/982 -0243,` mario \ 's bohemian cigar store cafe ',' 2209 polk st. ',` san francisco ',415-776-8226,0
14973,455,213,` bardelli \ 's ',' 243 o \ ` farrell st. ',` san francisco ',415/982 -0243,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,0
14984,455,285,` bardelli \ 's ',' 243 o \ ` farrell st. ',` san francisco ',415/982 -0243,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,0
14989,455,312,` bardelli \ 's ',' 243 o \ ` farrell st. ',` san francisco ',415/982 -0243,` alain rondelli ',' 126 clement st. ',` san francisco ',415-387-0408,0
15068,457,194,` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,ebisu,' 1283 ninth ave. ',` san francisco ',415-566-1770,0
15110,457,328,` bistro roti ',' 155 steuart st. ',` san francisco ',415/495 -6500,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` san francisco ',415-296-7465,0
15121,458,195,bix,'56 gold st. ',` san francisco ',415/433 -6300,'em erald garden restaurant ',' 1550 california st. ',` san francisco ',415-673-1155,0
15130,458,204,bix,'56 gold st. ',` san francisco ',415/433 -6300,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
15171,459,195,bizou,' 598 fourth st. ',` san francisco ',415/543 -2222,'em erald garden restaurant ',' 1550 california st. ',` san francisco ',415-673-1155,0
15206,459,323,bizou,' 598 fourth st. ',` san francisco ',415/543 -2222,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` san francisco ',415-495-5775,0
15220,460,193,` buca giovanni ',' 800 greenwich st. ',` san francisco ',415/776 -7766,` dusit thai ',' 3221 mission st. ',` san francisco ',415-826-4639,0
15268,461,42,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,` maxwell \ 's cafe ',' 13329 washington blvd. ',` marina del rey ',310-306-7829,0
15284,461,194,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,ebisu,' 1283 ninth ave. ',` san francisco ',415-566-1770,0
15307,461,217,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,` wa-ha-ka oaxaca mexican grill ',' 2141 polk st. ',` san francisco ',415-775-1055,0
15311,461,269,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,` park avenue cafe ( new york city ) ',' 100 e. 63rd st. ',` new york city ',212-644-1900,0
15337,462,12,` cafe marimba ',' 2317 chestnut st. ',` san francisco ',415/776 -1506,` cafe blanc ',' 9777 little santa monica blvd. ',` beverly hills ',310-888-0108,0
15423,463,202,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,` mario \ 's bohemian cigar store cafe ',' 2209 polk st. ',` san francisco ',415-776-8226,0
15436,463,215,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,` tu lan ',' 8 sixth st. ',` san francisco ',415-626-0927,0
15443,463,316,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,0
15552,464,218,` capp \ 's corner ',' 1600 powell st. ',` san francisco ',415/989 -2589,` arnie morton \ 's of chicago ',' 435 s. la cienega blvd. ',` los angeles ',310-246-1501,0
15606,465,211,carta,' 1772 market st. ',` san francisco ',415/863 -3516,` swan oyster depot ',' 1517 polk st. ',` san francisco ',415-673-1101,0
15675,466,324,chevys,' 4th and howard sts . ',` san francisco ',415/543 -8060,` masa \ 's ',' 648 bush st. ',` san francisco ',415-989-7154,0
15677,466,326,chevys,' 4th and howard sts . ',` san francisco ',415/543 -8060,` plumpjack cafe ',' 3127 fillmore st. ',` san francisco ',415-563-4755,0
15700,467,204,` cypress club ',' 500 jackson st. ',` san francisco ',415/296 -8555,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
15765,468,217,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,` wa-ha-ka oaxaca mexican grill ',' 2141 polk st. ',` san francisco ',415-775-1055,0
15840,470,190,` fog city diner ',' 1300 battery st. ',` san francisco ',415/982 -2000,` cha cha cha \ 's ',' 1805 haight st. ',` san francisco ',415-386-5758,0
15870,470,296,` fog city diner ',' 1300 battery st. ',` san francisco ',415/982 -2000,` buckhead diner ',' 3073 piedmont rd. ',atlanta,404-262-3336,0
15914,471,211,` garden court ',` market and new montgomery sts . ',` san francisco ',415/546 -5011,` swan oyster depot ',' 1517 polk st. ',` san francisco ',415-673-1101,0
15990,472,146,` gaylord \ 's ',` ghirardelli sq. ',` san francisco ',415/771 -8822,` bobby & june \ 's kountry kitchen ',' 375 14th st. ',atlanta,404-876-3872,0
16045,472,313,` gaylord \ 's ',` ghirardelli sq. ',` san francisco ',415/771 -8822,aqua,' 252 california st. ',` san francisco ',415-956-9662,0
16168,474,313,greens,` bldg. a fort mason ',` san francisco ',415/771 -6222,aqua,' 252 california st. ',` san francisco ',415-956-9662,0
16172,474,317,greens,` bldg. a fort mason ',` san francisco ',415/771 -6222,` chez michel ',' 804 north point st. ',` san francisco ',415-775-7036,0
16257,476,208,` harris \ '',' 2100 van ness ave. ',` san francisco ',415/673 -1888,` sally \ 's cafe & bakery ',' 300 de haro st. ',` san francisco ',415-626-6006,0
16303,477,55,` harry denton \ 's ',' 161 steuart st. ',` san francisco ',415/882 -1333,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,0
16328,477,130,` harry denton \ 's ',' 161 steuart st. ',` san francisco ',415/882 -1333,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,0
16348,477,188,` harry denton \ 's ',' 161 steuart st. ',` san francisco ',415/882 -1333,` caffe greco ',' 423 columbus ave. ',` san francisco ',415-397-6261,0
16356,477,196,` harry denton \ 's ',' 161 steuart st. ',` san francisco ',415/882 -1333,` eric \ 's chinese restaurant ',' 1500 church st. ',` san francisco ',415-282-0919,0
16497,479,217,helmand,' 430 broadway ',` san francisco ',415/362 -0641,` wa-ha-ka oaxaca mexican grill ',' 2141 polk st. ',` san francisco ',415-775-1055,0
16516,480,186,` hong kong flower lounge ',' 5322 geary blvd. ',` san francisco ',415/668 -8998,` bill \ 's place ',' 2315 clement st. ',` san francisco ',415-221-5262,0
16558,480,322,` hong kong flower lounge ',' 5322 geary blvd. ',` san francisco ',415/668 -8998,` la folie ',' 2316 polk st. ',` san francisco ',415-776-5577,0
16581,481,201,` hong kong villa ',' 2332 clement st. ',` san francisco ',415/752 -8833,` la taqueria ',' 2889 mission st. ',` san francisco ',415-285-7117,0
16616,482,6,` hyde street bistro ',' 1521 hyde st. ',` san francisco ',415/441 -7778,` bistro 45 ','45 s. mentor ave. ',pasadena,818-795-2478,0
16637,482,204,` hyde street bistro ',' 1521 hyde st. ',` san francisco ',415/441 -7778,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
16705,483,102,` il fornaio levi \ 's plaza ',' 1265 battery st. ',` san francisco ',415/986 -0100,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,0
16706,483,105,` il fornaio levi \ 's plaza ',' 1265 battery st. ',` san francisco ',415/986 -0100,` sam \ 's noodle shop ',' 411 third ave. ',` new york city ',212-213-2288,0
16712,483,124,` il fornaio levi \ 's plaza ',' 1265 battery st. ',` san francisco ',415/986 -0100,` buzio \ 's in the rio ',' 3700 w. flamingo rd. ',` las vegas ',702-252-7697,0
16826,484,84,` izzy \ 's steak & chop house ',' 3345 steiner st. ',` san francisco ',415/563 -0487,` john \ 's pizzeria ','48 w. 65th st. ',` new york city ',212-721-7001,0
16850,484,146,` izzy \ 's steak & chop house ',' 3345 steiner st. ',` san francisco ',415/563 -0487,` bobby & june \ 's kountry kitchen ',' 375 14th st. ',atlanta,404-876-3872,0
16961,485,110,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` sylvia \ 's ',' 328 lenox ave. ',` new york city ',212-996-0660,0
17019,485,218,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` arnie morton \ 's of chicago ',' 435 s. la cienega blvd. ',` los angeles ',310-246-1501,0
17026,485,294,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',atlanta,404-237-2663,0
17086,486,317,` kabuto sushi ',' 5116 geary blvd. ',` san francisco ',415/752 -5652,` chez michel ',' 804 north point st. ',` san francisco ',415-775-7036,0
17119,487,57,` katia \ 's ',' 600 5th ave. ',` san francisco ',415/668 -9292,` ruby \ 's ( la ) ','45 s. fair oaks ave. ',pasadena,818-796-7829,0
17139,487,125,` katia \ 's ',' 600 5th ave. ',` san francisco ',415/668 -9292,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,0
17154,487,159,` katia \ 's ',' 600 5th ave. ',` san francisco ',415/668 -9292,` greenwood \ 's ',' 1087 green st. ',roswell,770-992-5383,0
17237,488,43,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,` michael \ 's ( los angeles ) ',' 1147 third st. ',` santa monica ',310-451-0843,0
17252,488,92,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,` marnie \ 's noodle shop ',' 466 hudson st. ',` new york city ',212-741-3214,0
17296,488,200,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,` la mediterranee ',' 288 noe st. ',` san francisco ',415-431-7210,0
17322,488,304,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404-876-1800,0
17333,488,320,` kuleto \ 's ',' 221 powell st. ',` san francisco ',415/397 -7720,` hawthorne lane ','22 hawthorne st. ',` san francisco ',415-777-9779,0
17364,489,207,` kyo-ya . sheraton palace hotel ',' 2 new montgomery st. at market st. ',` san francisco ',415/546 -5000,` roosevelt tamale parlor ',' 2817 24th st. ',` san francisco ',415-550-9213,0
17368,489,211,` kyo-ya . sheraton palace hotel ',' 2 new montgomery st. at market st. ',` san francisco ',415/546 -5000,` swan oyster depot ',' 1517 polk st. ',` san francisco ',415-673-1101,0
17373,489,216,` kyo-ya . sheraton palace hotel ',' 2 new montgomery st. at market st. ',` san francisco ',415/546 -5000,` vicolo pizzeria ',' 201 ivy st. ',` san francisco ',415-863-2382,0
17377,489,288,` kyo-ya . sheraton palace hotel ',' 2 new montgomery st. at market st. ',` san francisco ',415/546 -5000,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702-731-7110,0
17379,489,313,` kyo-ya . sheraton palace hotel ',' 2 new montgomery st. at market st. ',` san francisco ',415/546 -5000,aqua,' 252 california st. ',` san francisco ',415-956-9662,0
17399,490,189,` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,` campo santo ',' 240 columbus ave. ',` san francisco ',415-433-9623,0
17516,492,201,` le soleil ',' 133 clement st. ',` san francisco ',415/668 -4848,` la taqueria ',' 2889 mission st. ',` san francisco ',415-285-7117,0
17521,492,206,` le soleil ',' 133 clement st. ',` san francisco ',415/668 -4848,` phnom penh cambodian restaurant ',' 631 larkin st. ',` san francisco ',415-775-5979,0
17527,492,212,` le soleil ',' 133 clement st. ',` san francisco ',415/668 -4848,` thep phanom ',' 400 waller st. ',` san francisco ',415-431-2526,0
17624,494,203,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,` marnee thai ',' 2225 irving st. ',` san francisco ',415-665-9500,0
17889,498,28,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,` johnnie \ 's pastrami ',' 4017 s. sepulveda blvd. ',` culver city ',310-397-6654,0
17903,498,65,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,0
17913,498,106,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,` sarabeth \ 's ',' 1295 madison ave. ',` new york city ',212-410-7335,0
17953,498,199,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,` la cumbre ',' 515 valencia st. ',` san francisco ',415-863-8205,0
17989,498,318,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,` fleur de lys ',' 777 sutter st. ',` san francisco ',415-673-7779,0
18005,499,189,` north india ',' 3131 webster st. ',` san francisco ',415/931 -1556,` campo santo ',' 240 columbus ave. ',` san francisco ',415-433-9623,0
18124,501,205,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,` mo \ 's burgers ',' 1322 grant st. ',` san francisco ',415-788-3779,0
18137,501,312,oritalia,' 1915 fillmore st. ',` san francisco ',415/346 -1333,` alain rondelli ',' 126 clement st. ',` san francisco ',415-387-0408,0
18162,502,192,` pacific pan pacific hotel ',' 500 post st. ',` san francisco ',415/929 -2087,` dottie \ 's true blue cafe ',' 522 jones st. ',` san francisco ',415-885-2767,0
18184,502,214,` pacific pan pacific hotel ',' 500 post st. ',` san francisco ',415/929 -2087,` trio cafe ',' 1870 fillmore st. ',` san francisco ',415-563-2248,0
18199,502,322,` pacific pan pacific hotel ',' 500 post st. ',` san francisco ',415/929 -2087,` la folie ',' 2316 polk st. ',` san francisco ',415-776-5577,0
18243,503,316,` palio d \ ` asti ',' 640 sacramento st. ',` san francisco ',415/395 -9800,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,0
18258,504,187,` pane e vino ',' 3011 steiner st. ',` san francisco ',415/346 -2111,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,0
18284,504,213,` pane e vino ',' 3011 steiner st. ',` san francisco ',415/346 -2111,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,0
18287,504,216,` pane e vino ',' 3011 steiner st. ',` san francisco ',415/346 -2111,` vicolo pizzeria ',' 201 ivy st. ',` san francisco ',415-863-2382,0
18355,505,328,pastis,' 1015 battery st. ',` san francisco ',415/391 -2555,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` san francisco ',415-296-7465,0
18360,506,10,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` bruno \ 's ',' 3838 centinela ave. ',` mar vista ',310-397-5703,0
18370,506,40,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` mani \ 's bakery & espresso bar ',' 519 s. fairfax ave. ',la,213-938-8800,0
18371,506,41,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` martha \ 's ',' 22nd street grill 25 22nd ',` st. hermosa beach ',310-376-7786,0
18378,506,58,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` russell \ 's burgers ',' 1198 pch ',` seal beach ',310-596-9556,0
18381,506,65,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` uncle bill \ 's pancake house ',' 1305 highland ave. ',` manhattan beach ',310-545-5177,0
18429,506,197,` perry \ 's ',' 1944 union st. ',` san francisco ',415/922 -9022,` hamburger mary \ 's ',' 1582 folsom st. ',` san francisco ',415-626-1985,0
18485,507,192,` r & g lounge ',' 631 b kearny st. ',` san francisco ',415/982 -7877,` dottie \ 's true blue cafe ',' 522 jones st. ',` san francisco ',415-885-2767,0
18488,507,195,` r & g lounge ',' 631 b kearny st. ',` san francisco ',415/982 -7877,'em erald garden restaurant ',' 1550 california st. ',` san francisco ',415-673-1155,0
18497,507,204,` r & g lounge ',' 631 b kearny st. ',` san francisco ',415/982 -7877,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,0
18516,507,317,` r & g lounge ',' 631 b kearny st. ',` san francisco ',415/982 -7877,` chez michel ',' 804 north point st. ',` san francisco ',415-775-7036,0
18527,507,328,` r & g lounge ',' 631 b kearny st. ',` san francisco ',415/982 -7877,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` san francisco ',415-296-7465,0
18590,509,197,rumpus,' 1 tillman pl . ',` san francisco ',415/421 -2300,` hamburger mary \ 's ',' 1582 folsom st. ',` san francisco ',415-626-1985,0
18616,509,317,rumpus,' 1 tillman pl . ',` san francisco ',415/421 -2300,` chez michel ',' 804 north point st. ',` san francisco ',415-775-7036,0
18623,509,324,rumpus,' 1 tillman pl . ',` san francisco ',415/421 -2300,` masa \ 's ',' 648 bush st. ',` san francisco ',415-989-7154,0
18656,510,213,sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,0
18678,510,329,sanppo,' 1702 post st. ',` san francisco ',415/346 -3486,` rose pistola ',' 532 columbus ave. ',` san francisco ',415-399-0499,0
18695,511,42,` scala \ 's bistro ',' 432 powell st. ',` san francisco ',415/395 -8555,` maxwell \ 's cafe ',' 13329 washington blvd. ',` marina del rey ',310-306-7829,0
18868,512,321,` south park cafe ',' 108 south park ',` san francisco ',415/495 -7275,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415-668-6654,0
18872,512,325,` south park cafe ',' 108 south park ',` san francisco ',415/495 -7275,mifune,' 1737 post st. ',` san francisco ',415-922-0337,0
19090,516,102,` stoyanof \ 's cafe ',' 1240 9th ave. ',` san francisco ',415/664 -3664,` patsy \ 's pizza ','19 old fulton st. ',brooklyn,718-858-4300,0
19142,516,206,` stoyanof \ 's cafe ',' 1240 9th ave. ',` san francisco ',415/664 -3664,` phnom penh cambodian restaurant ',' 631 larkin st. ',` san francisco ',415-775-5979,0
19166,516,285,` stoyanof \ 's cafe ',' 1240 9th ave. ',` san francisco ',415/664 -3664,` chin \ 's ',' 3200 las vegas blvd. s. ',` las vegas ',702-733-8899,0
19204,517,149,` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,` cafe sunflower ',' 5975 roswell rd. ',atlanta,404-256-1675,0
19229,517,210,` straits cafe ',' 3300 geary blvd. ',` san francisco ',415/668 -1783,` slanted door ',' 584 valencia st. ',` san francisco ',415-861-8032,0
19295,518,217,suppenkuche,' 601 hayes st. ',` san francisco ',415/252 -9289,` wa-ha-ka oaxaca mexican grill ',' 2141 polk st. ',` san francisco ',415-775-1055,0
19297,518,313,suppenkuche,' 601 hayes st. ',` san francisco ',415/252 -9289,aqua,' 252 california st. ',` san francisco ',415-956-9662,0
19365,519,322,` tadich grill ',' 240 california st. ',` san francisco ',415/391 -2373,` la folie ',' 2316 polk st. ',` san francisco ',415-776-5577,0
19396,520,196,` the heights ',' 3235 sacramento st. ',` san francisco ',415/474 -8890,` eric \ 's chinese restaurant ',' 1500 church st. ',` san francisco ',415-282-0919,0
19402,520,202,` the heights ',' 3235 sacramento st. ',` san francisco ',415/474 -8890,` mario \ 's bohemian cigar store cafe ',' 2209 polk st. ',` san francisco ',415-776-8226,0
19481,521,316,thepin,' 298 gough st. ',` san francisco ',415/863 -9335,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,0
19510,522,201,` ton kiang ',' 3148 geary blvd. ',` san francisco ',415/752 -4440,` la taqueria ',' 2889 mission st. ',` san francisco ',415-285-7117,0
19521,522,212,` ton kiang ',' 3148 geary blvd. ',` san francisco ',415/752 -4440,` thep phanom ',' 400 waller st. ',` san francisco ',415-431-2526,0
19531,522,316,` ton kiang ',' 3148 geary blvd. ',` san francisco ',415/752 -4440,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,0
19612,524,203,` vivande porta via ',' 2125 fillmore st. ',` san francisco ',415/346 -4430,` marnee thai ',' 2225 irving st. ',` san francisco ',415-665-9500,0
19718,526,207,` world wrapps ',' 2257 chestnut st. ',` san francisco ',415/563 -9727,` roosevelt tamale parlor ',' 2817 24th st. ',` san francisco ',415-550-9213,0
19978,531,212,zarzuela,' 2000 hyde st. ',` san francisco ',415/346 -0800,` thep phanom ',' 400 waller st. ',` san francisco ',415-431-2526,0
20035,532,202,` zuni cafe & grill ',' 1658 market st. ',` san francisco ',415/552 -2522,` mario \ 's bohemian cigar store cafe ',' 2209 polk st. ',` san francisco ',415-776-8226,0
20075,532,323,` zuni cafe & grill ',' 1658 market st. ',` san francisco ',415/552 -2522,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` san francisco ',415-495-5775,0
