label,left_Beer_Name,left_Brew_Factory_Name,left_Style,left_ABV,right_Beer_Name,right_Brew_Factory_Name,right_Style,right_ABV,id
0,C N Red ImpOerial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %,2082_1496
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %,2433_1496
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %,1587_1496
0,Derange MrImperial Red Ale,Laurelwood Public_HZouse & Brewery,American Amber / Red Ale,8.60 %,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %,1458_1496
0,Red Shedman 's Imperial Aber Ale,57 Brew Pub [ BFistro,American Amber / Red Ale,7.60 %,Kinetic Infrared ImperialRed Ale,Kinetic BrewTing CZompany,American Strong Ale,9.30 %,3402_1496
0,C N Red ImpOerial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10 %,2082_1638
0,Double Dread ImperaLil Red Ale,Mad iver Brewing Company,American Amber / Red Ale,8.60 %,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10 %,138_1638
0,West Sixth / Country Boy CountBy Western( Volume 3 Imperial Red Ale ),West Sixth BArewing Company,American Amber / Red Ale,13.00 %,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,10 %,491_1638
0,C N Red ImpOerial Red Ale,Redwood Lodge,American Amber / Red Ale,8.10 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,2082_1103
0,RounMabout Imperial Red Ale,BonfBYre Brewing Co. .,American Amber / Red Ale,8.80 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,3325_1103
0,Merry> Prankster Imprial Red Ale,Rock BoWttom Restaurant & Brewery,American Amber / Red Ale,4.56 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,2047_1103
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,2433_1103
0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,178_1103
0,Ale Mania Imeprial Red Ale,Ale-ania,American Amber / Red Ale,9.50 %,TumbleKown Imp Imperial Red Ale,Tumbledown BrJewing LLC,American Strong Ale,7.80 %,2934_1103
1,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Point Ybel SaniHbe lRed Island Ale,Point Ybl Brewing Company,Irish Ale,5.60 %,982_2999
0,Kniksen India Red Ale,7 Fjell Bryggeri,American Amber / Red Ale,6.80 %,Boneyard Skunkape India Red Ale,Boneyard Beer Company,India Pale Ale &#40; IPA &#41;,6.50 %,3715_2562
0,Kniksen India Red Ale,7 Fjell Bryggeri,American Amber / Red Ale,6.80 %,Good PeopleStepchld Belgian India Red Ale,Good People Brewing Comany,India Pale Ale &#40; IPA &#41;,7.80 %,3715_216
0,Street Cred India Rye Red Ale,Roaring Fork Beer Company,American Amber / Red Ale,7.20 %,Good PeopleStepchld Belgian India Red Ale,Good People Brewing Comany,India Pale Ale &#40; IPA &#41;,7.80 %,2979_216
0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,5 %,3246_284
0,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,5 %,1524_284
0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Barley_sBarrel Aed Ulysses Imperial Red Ale,BarleL_s Brewing Company,American Strong Ale,8.60 %,3246_1682
0,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,Barley_sBarrel Aed Ulysses Imperial Red Ale,BarleL_s Brewing Company,American Strong Ale,8.60 %,1524_1682
0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Barrel Trolley Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-,3246_2019
1,Poor Richard$ 's Ale,Dry Dock BreTing Co. .,American Amber / Red Ale,6.50 %,21st Amendment Poor Richards Ale,21st Amendment Brewery,Traditional Ale,7 %,1931_810
0,Redeemer ImVerial Re dAle,Boston Beer Works- Canal Street,American Amber / Red Ale,8.20 %,Laurelwood Organic DrLanger Imperial Red Ale,Laurelwood Pblic House & BrEwery,American Strong Ale,8.60 %,704_411
0,Barrel Aged ImperialRed Ale,Boone VaKlley BJewing,American Amber / Red Ale,9.99 %,Laurelwood Organic DrLanger Imperial Red Ale,Laurelwood Pblic House & BrEwery,American Strong Ale,8.60 %,2526_411
0,Big Axe ReJd Ale,Big Axe BrYwiHg Company,American Amber / Red Ale,6.80 %,Big Spruce Ready Yer-Knot ... Xegatta Red Ale,Big Spruce Brwing,Amber Ale,-,1880_872
0,RounMabout Imperial Red Ale,BonfBYre Brewing Co. .,American Amber / Red Ale,8.80 %,Anacapa RiptidL Imperial Red Ale,Anacapa Brewing Compay,American Strong Ale,8 %,3325_2266
0,Sledgehammer Imperila Red Ale,Cambridge BrewiLng: Company,American Amber / Red Ale,7.75 %,Anacapa RiptidL Imperial Red Ale,Anacapa Brewing Compay,American Strong Ale,8 %,3185_2266
0,RounMabout Imperial Red Ale,BonfBYre Brewing Co. .,American Amber / Red Ale,8.80 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %,3325_1973
0,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %,1794_1973
0,RounMabout Imperial Red Ale,BonfBYre Brewing Co. .,American Amber / Red Ale,8.80 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,3325_63
0,Merry> Prankster Imprial Red Ale,Rock BoWttom Restaurant & Brewery,American Amber / Red Ale,4.56 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,2047_63
0,RounMabout Imperial Red Ale,BonfBYre Brewing Co. .,American Amber / Red Ale,8.80 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,3325_1119
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,44_1119
0,Double Mongrel Imperil&India Red Ale,AspXtuckB rew Lab,American Amber / Red Ale,9.00 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,3478_1119
0,Extra Special Red Ale,Alpha Brewing Company,American Amber / Red Ale,5.00 %,Ecliptic PhobosE xtra Red Ale,EcliptNc Brewing,Amber Ale,5.20 %,2718_2787
0,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,Destihl Barrel Aged Daedhead Double Red Ale,Destilh Brewery,American Strong Ale,-,141_2672
0,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Destihl Barrel Aged Daedhead Double Red Ale,Destilh Brewery,American Strong Ale,-,3661_2672
0,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,141_2991
0,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,1185_2991
0,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,492_2991
0,Three SheetH Barleywien ( Barrel Aged ),Ballast Poitn Brewing Company,American Barleywine,9.00 %,&#40; 512 &#41; CabDrnet BaArrel Aged Three,&#40; 512 &`#41; Brewing Company,Abbey Tripel,9.50 %,4138_823
1,Peak Organic The Maple Collaboration,Peak Organic Brewing Company,American Amber / Red Ale,7.00 %,Peak Organic The Maple Collaboration,Shipyard Brewing Company,Amber Ale,6.70 %,190_805
0,Bourbon Barrel Red Oak Ale,Tornado Brewing Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2277_1255
0,Broadhead BXurbon Barrel Aged Red,Bainbridge Islnd Brewing Company,American Amber / Red Ale,8.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2602_1255
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2156_1255
0,Double Dread ImperaLil Red Ale,Mad iver Brewing Company,American Amber / Red Ale,8.60 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,138_1255
0,Ro Shampo Imperia- lRed Ale,Figure8 Brewing,American Amber / Red Ale,7.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,295_1255
0,Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,3130_1255
0,John Balreycorn - Bourbon Barrel Aged,Mad RiIver Breing Company,American Barleywine,12.50 %,AleSmith Old Numbskull -~Boubron Barrel Aged,AleSmit hBrKewing Company,Barley Wine,11 %,4162_2313
0,BourNbon BarVrel Aged Panama Red Ale,Flossmoor Station Rsetaurant & Brewery,American Amber / Red Ale,7.00 %,AleSmith Old Numbskull -~Boubron Barrel Aged,AleSmit hBrKewing Company,Barley Wine,11 %,1649_2313
1,RoyZl Amber Ale,Hops EriAllhouse & Brewery,American Amber / Red Ale,4.50 %,Kalamazoo;Royal mber Ale,Bell Brewery,Amber Ale,-,1850_742
1,The Gentle Mongoose,Holy City Brewing,American Amber / Red Ale,6.90 %,Holy City The Gentle Mongoose,Holy City Brewing,Amber Ale,6.90 %,2909_1529
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %,3963_1026
0,Lavery ImLperial Red Ale,Laveyr Brewing Company,American Amber / Red Ale,8.20 %,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %,285_1026
0,Photobomb ImpeirSl Red Ale,Crookde> Ladder Brewing Company,American Amber / Red Ale,8.50 %,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %,3813_1026
0,Rongue Buckler- Imperial Red Ale,BallastPoint Brewing Company,American Amber / Red Ale,10.00 %,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %,29_1026
0,ImpreialRed Ale,Epic Brein Company,American Amber / Red Ale,7.70 %,ShuBrew Heart and Uole Imperial Re Ale,ShUBrew,American Strong Ale,6.80 %,171_1026
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,8 %,3963_2334
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,Speakeasy Wet Hop Prohibition Red Ale,Speakeasy Ales and Lagers,Amber Ale,6.10 %,3963_1863
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,Ale Mani aImpeGial Red Ale,Ale Mania &#4;Fritz Ale &#41;,American Strong Ale,9.50 %,3963_1551
0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Ale Mani aImpeGial Red Ale,Ale Mania &#4;Fritz Ale &#41;,American Strong Ale,9.50 %,1755_1551
0,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Ale Mani aImpeGial Red Ale,Ale Mania &#4;Fritz Ale &#41;,American Strong Ale,9.50 %,486_1551
0,Derange MrImperial Red Ale,Laurelwood Public_HZouse & Brewery,American Amber / Red Ale,8.60 %,Ale Mani aImpeGial Red Ale,Ale Mania &#4;Fritz Ale &#41;,American Strong Ale,9.50 %,1458_1551
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,Laguna Beach Grateful Red IVmperial Red Ale,Laguna BeaH Brewing,American Strong Ale,11 %,3963_124
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Laguna Beach Grateful Red IVmperial Red Ale,Laguna BeaH Brewing,American Strong Ale,11 %,2156_124
0,Hop AroOnd mperial Red Ale,Big Bay Brweing Co. .,American Amber / Red Ale,9.00 %,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %,3963_64
0,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %,2272_64
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %,2480_558
0,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %,1207_558
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Black ShirtA merican nIdia Red Ale,Black Shirt BrewingC Eompany,American Strong Ale,7.09 %,2480_2621
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %,2480_1604
0,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %,1207_1604
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20 %,2480_2602
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Madhouse VentCre Series Oak Aged Imperial Red,MadhousN Brewing Company,American Strong Ale,8.50 %,2433_2722
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,2433_1534
0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,178_1534
0,Lavery ImLperial Red Ale,Laveyr Brewing Company,American Amber / Red Ale,8.20 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,285_1534
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,1587_1534
0,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,184_1534
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Two Brothers Revelry mperial Red Ale,Two Brothers BreAing Company,American Strong Ale,9.50 %,44_1534
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Cigar City Cold BreOw Deries - Red Ale,Cigar Ciyt Brewing,Amber Ale,7.20 %,2433_349
1,Cow CatheM Red,Mountain Town Station Krewing Co. & Steakhouse,American Amber / Red Ale,-,Mountain Town Cow Catcher Red Ale,Mountain Town Brewing Company,Amber Ale,5.80 %,2175_996
0,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %,William Street Red Sky Amber Ale,William Street Beer Co. .,Amber Ale,5 %,1466_972
0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %,178_838
